chart_week.x,current_week,title,performer,last_week,peak_pos,wks_on_chart,chart_week.y,rank,uri,artist_names,source,peak_rank,previous_rank,weeks_on_chart,streams
5/27/2023,16,TQG,Karol G x Shakira,12,1,12,5/25/2023,11,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,9,13,22990060
5/27/2023,17,Anti-Hero,Taylor Swift,15,1,30,5/25/2023,27,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,22,31,17271554
5/27/2023,18,Classy 101,Feid x Young Miko,17,17,7,5/25/2023,13,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,10,8,22566159
5/27/2023,20,People,Libianca,22,20,18,5/25/2023,40,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,40,45,19,14905001
5/27/2023,21,I'm Good (Blue),David Guetta & Bebe Rexha,21,2,38,5/25/2023,32,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,28,39,16372928
5/27/2023,24,Until I Found You,Stephen Sanchez,24,11,53,5/25/2023,153,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Republic Records,20,168,55,8581992
5/27/2023,25,PRC,Peso Pluma X Natanael Cano,19,15,16,5/25/2023,22,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,"Peso Pluma, Natanael Cano",Prajin Parlay Inc dba Prajin Records / Rancho Humilde / Los CT,9,12,17,18853531
5/27/2023,26,El Azul,Junior H x Peso Pluma,27,23,10,5/25/2023,17,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,14,13,19205173
5/27/2023,27,Cha Cha Cha,Kaarija,-,27,1,5/25/2023,51,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,WM Finland,20,20,2,13464903
5/27/2023,29,I Ain't Worried,OneRepublic,34,5,50,5/25/2023,42,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,42,51,14770980
5/27/2023,30,Fast Car,Luke Combs,28,28,8,5/25/2023,146,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,126,154,7,8821257
5/27/2023,32,Eyes Closed,Ed Sheeran,14,14,8,5/25/2023,82,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,Ed Sheeran,Atlantic Records UK,27,62,9,10908131
5/27/2023,33,Yandel 150,Yandel & Feid,29,13,19,5/25/2023,21,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,18,20,18876124
5/27/2023,34,Save Your Tears,The Weeknd & Ariana Grande,33,1,124,5/25/2023,145,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,151,129,8852139
5/27/2023,38,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",26,20,19,5/25/2023,33,spotify:track:1lRtH4FszTrwwlK5gTSbXO,"Natanael Cano, Peso Pluma, Gabito Ballesteros",WEA Latina,18,25,20,15933215
5/27/2023,39,Like Crazy,Jimin,37,2,8,5/25/2023,49,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,29,9,13910806
5/27/2023,40,Another Love,Tom Odell,39,14,107,5/25/2023,37,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,39,111,14970695
5/27/2023,42,Search & Rescue,Drake,36,2,6,5/25/2023,89,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,OVO/Republic Records,7,83,7,10651470
5/27/2023,44,Sure Thing,Miguel,43,13,22,5/25/2023,107,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,86,24,10106959
5/27/2023,45,Chemical,Post Malone,38,16,5,5/25/2023,76,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,59,6,11532160
5/27/2023,48,Blinding Lights,The Weeknd,47,2,141,5/25/2023,58,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,55,182,12674320
5/27/2023,49,Cruel Summer,Taylor Swift,55,49,9,5/25/2023,34,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,16,40,16,15665724
5/27/2023,52,Perfect,Ed Sheeran,51,30,141,5/25/2023,98,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,97,323,10395186
5/27/2023,54,Players,Coi Leray,45,17,19,5/25/2023,101,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Uptown / Republic Records,20,94,18,10296637
5/27/2023,56,Creep,Radiohead,80,56,2,5/25/2023,152,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,XL Recordings,152,160,2,8597423
5/27/2023,57,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",62,57,6,5/25/2023,72,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,72,82,7,11729542
5/27/2023,59,Snooze,SZA,48,27,23,5/25/2023,69,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,67,22,11885170
5/27/2023,61,Area Codes,Kaliii,149,61,2,5/25/2023,108,spotify:track:7sliFe6W30tPBPh6dvZsIH,Kaliii,Atlantic Records,107,107,2,10100140
5/27/2023,62,The Planet,BTS,-,62,1,5/25/2023,191,spotify:track:4IJsVXbSeGPUrgwpVoHmlg,BTS,BIGHIT MUSIC,46,46,2,7829687
5/27/2023,63,Heat Waves,Glass Animals,61,1,124,5/25/2023,55,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,100,126,12890887
5/27/2023,64,La Bachata,Manuel Turizo,56,6,45,5/25/2023,45,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,44,47,14400085
5/27/2023,65,Starboy,The Weeknd Featuring Daft Punk,57,34,98,5/25/2023,36,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,41,138,15127081
5/27/2023,67,Under The Influence,Chris Brown,65,3,43,5/25/2023,93,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,89,44,10570105
5/27/2023,68,Shivers,Ed Sheeran,68,3,88,5/25/2023,189,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Atlantic Records UK,4,170,89,7852318
5/27/2023,69,OMG,NewJeans,59,10,20,5/25/2023,79,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,ADOR,14,61,21,11321584
5/27/2023,73,Mockingbird,Eminem,75,42,31,5/25/2023,57,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,49,32,12765661
5/27/2023,74,Moonlight,Kali Uchis,78,74,9,5/25/2023,41,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,37,11,14884826
5/27/2023,77,El Gordo Trae El Mando,Chino Pacas,44,44,14,5/25/2023,54,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,STREET MOB,27,47,15,13313714
5/27/2023,79,Que Vuelvas,Carin Leon X Grupo Frontera,60,34,21,5/25/2023,73,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,73,21,11634948
5/27/2023,80,Blank Space,Taylor Swift,82,80,40,5/25/2023,59,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",59,60,76,12637189
5/27/2023,81,Bebe Dame,Fuerza Regida X Grupo Frontera,64,17,20,5/25/2023,97,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Rancho Humilde/Street Mob Records,20,77,21,10417319
5/27/2023,83,Someone You Loved,Lewis Capaldi,79,24,141,5/25/2023,103,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,105,228,10225707
5/27/2023,84,Hey Mor,Ozuna Featuring Feid,77,27,31,5/25/2023,48,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Aura Music Corp.,14,43,32,13998074
5/27/2023,85,Me Porto Bonito,Bad Bunny & Chencho Corleone,70,2,54,5/25/2023,63,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,64,55,12137280
5/27/2023,87,Angels Like You,Miley Cyrus,96,87,4,5/25/2023,30,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,30,32,10,16672385
5/27/2023,89,Viva La Vida,Coldplay,101,89,39,5/25/2023,61,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,57,39,12475416
5/27/2023,91,Believer,Imagine Dragons,91,52,141,5/25/2023,112,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,118,329,9704733
5/27/2023,92,Yellow,Coldplay,122,68,110,5/25/2023,50,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,52,127,13840857
5/27/2023,93,Sweater Weather,The Neighbourhood,90,25,138,5/25/2023,65,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,58,143,12012647
5/27/2023,94,Money Trees,Kendrick Lamar Featuring Jay Rock,105,94,7,5/25/2023,68,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,68,76,19,11900431
5/27/2023,96,Ojitos Lindos,Bad Bunny & Bomba Estereo,89,4,54,5/25/2023,83,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,84,55,10897497
5/27/2023,99,Coco Chanel,Eladio Carrion & Bad Bunny,84,22,9,5/25/2023,52,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Rimas Entertainment LLC,13,53,10,13455127
5/27/2023,101,Here With Me,d4vd,86,34,27,5/25/2023,35,spotify:track:78Sw5GDo6AlGwTwanjXbGh,d4vd,Darkroom/Interscope Records,14,31,30,15483680
5/27/2023,102,Karma,Taylor Swift Featuring Ice Spice,97,10,11,5/25/2023,90,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,98,13,10627628
5/27/2023,103,Lavender Haze,Taylor Swift,92,2,30,5/25/2023,167,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Taylor Swift,2,149,31,8248165
5/27/2023,104,I Wanna Be Yours,Arctic Monkeys,99,71,37,5/25/2023,28,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,26,26,46,17245774
5/27/2023,106,Bones,Imagine Dragons,93,32,62,5/25/2023,70,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,65,63,11797304
5/27/2023,111,Unstoppable,Sia,100,79,66,5/25/2023,171,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Monkey Puzzle Records/RCA Records,96,159,67,8208467
5/27/2023,113,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,107,89,41,5/25/2023,123,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,94,135,41,9442531
5/27/2023,115,Style,Taylor Swift,119,115,9,5/25/2023,71,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",71,81,10,11792727
5/27/2023,116,Wish You The Best,Lewis Capaldi,140,87,5,5/25/2023,178,spotify:track:3gdPwk2wyOXNRnTA1KXnEr,Lewis Capaldi,Vertigo Berlin,132,-1,2,8067672
5/27/2023,118,Fin de Semana,Junior H X Oscar Maydon,148,58,18,5/25/2023,74,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Rancho Humilde,45,79,19,11634732
5/27/2023,119,Dog Days Are Over,Florence + The Machine,187,119,2,5/25/2023,126,spotify:track:456WNXWhDwYOSf5SpTuqxd,Florence + The Machine,Universal-Island Records Ltd.,125,125,2,9344355
5/27/2023,122,El Merengue,Marshmello & Manuel Turizo,113,103,10,5/25/2023,80,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,71,12,11264508
5/27/2023,123,No Role Modelz,J. Cole,133,97,97,5/25/2023,100,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,102,96,10311763
5/27/2023,124,Las Morras,Peso Pluma & Blessd,111,97,4,5/25/2023,120,spotify:track:7Lkxvfl2rkNYWS4kBDCQtN,"Peso Pluma, Blessd",Prajin Parlay Inc dba Prajina Records / Worms Music / Warner Music Colombia / Warner Music Latina / JM WORLD MUSIC / CIGOL,87,104,6,9591402
5/27/2023,126,Shake It Off,Taylor Swift,115,115,9,5/25/2023,194,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",143,-1,3,7797856
5/27/2023,127,Enchanted,Taylor Swift,112,55,7,5/25/2023,87,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,"Big Machine Records, LLC",61,88,21,10743847
5/27/2023,128,Just Wanna Rock,Lil Uzi Vert,108,26,31,5/25/2023,142,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Generation Now/Atlantic,30,133,31,8906727
5/27/2023,129,Rich Flex,Drake & 21 Savage,110,1,28,5/25/2023,155,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",OVO / Republic Records,2,130,29,8539751
5/27/2023,130,Bad Habit,Steve Lacy,117,8,45,5/25/2023,141,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,L-M Records/RCA Records,10,126,46,9007084
5/27/2023,134,Easy On Me,Adele,127,1,84,5/25/2023,150,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Columbia,1,147,84,8656476
5/27/2023,140,Nosso Quadro,Ana Castela,145,95,12,5/25/2023,94,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",AgroPlay,50,85,14,10548743
5/27/2023,141,Everybody Wants To Rule The World,Tears For Fears,158,108,42,5/25/2023,133,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,171,37,9188461
5/27/2023,145,Riptide,Vance Joy,137,100,88,5/25/2023,130,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,85,139,119,9284808
5/27/2023,146,Without Me,Eminem,144,39,84,5/25/2023,118,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,128,87,9621817
5/27/2023,150,La Jumpa,Arcangel & Bad Bunny,128,14,24,5/25/2023,88,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",Rimas Entertainment LLC.,8,92,25,10742462
5/27/2023,151,Ditto,NewJeans,121,8,22,5/25/2023,188,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,ADOR,11,166,23,7923356
5/27/2023,152,Watermelon Sugar,Harry Styles,156,9,137,5/25/2023,124,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,132,184,9436298
5/27/2023,154,Counting Stars,OneRepublic,151,96,112,5/25/2023,179,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,178,110,8061069
5/27/2023,155,Circles,Post Malone,150,49,137,5/25/2023,197,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Republic Records,1,-1,165,7739165
5/27/2023,157,Queencard,(G)I-DLE,-,157,1,5/25/2023,117,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Cube Entertainment,117,-1,1,9630897
5/27/2023,162,Something Just Like This,The Chainsmokers & Coldplay,181,102,110,5/25/2023,190,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Disruptor Records/Columbia,2,192,189,7843147
5/27/2023,165,Dandelions,Ruth B.,164,51,70,5/25/2023,86,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Columbia,34,90,93,10764315
5/27/2023,169,Never Felt So Alone,Labrinth,118,50,6,5/25/2023,162,spotify:track:6unndO70DvZfnXYcYQMyQJ,Labrinth,Columbia,37,136,7,8348377
5/27/2023,170,Every Breath You Take,The Police,172,107,45,5/25/2023,172,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,196,79,8203221
5/27/2023,176,When I Was Your Man,Bruno Mars,180,74,34,5/25/2023,163,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,134,39,8320814
5/27/2023,181,Nonsense,Sabrina Carpenter,196,36,18,5/25/2023,135,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Island Records,17,122,19,9176414
5/27/2023,184,Normal,Feid,171,75,30,5/25/2023,129,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,UMLE - Latino,57,115,42,9310839
5/27/2023,185,Cupido,TINI,167,69,13,5/25/2023,139,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,5020 Records,49,113,14,9068074
5/27/2023,186,Ghost,Justin Bieber,177,16,82,5/25/2023,121,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,RBMG/Def Jam,11,124,88,9489696
5/27/2023,188,Abcdario,Eden Munoz X Junior H,-,188,1,5/25/2023,53,spotify:track:0qCPD6ilr9nXkI4KVZgcns,"Eden Muñoz, Junior H",Lizos Music,53,-1,1,13360132
5/27/2023,189,Lose Yourself,Eminem,193,25,57,5/25/2023,198,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Aftermath,44,-1,122,7725501
5/27/2023,199,Somewhere Only We Know,Keane,-,186,4,5/25/2023,131,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Interscope,120,137,31,9230285
6/3/2023,2,Ella Baila Sola,Eslabon Armado X Peso Pluma,1,1,10,6/1/2023,1,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",DEL Records,1,1,11,44923596
6/3/2023,5,Flowers,Miley Cyrus,5,1,19,6/1/2023,6,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,6,20,30871040
6/3/2023,8,Last Night,Morgan Wallen,10,5,17,6/1/2023,25,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,26,17,17286662
6/3/2023,9,Die For You,The Weeknd & Ariana Grande,8,2,64,6/1/2023,33,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,31,68,16582768
6/3/2023,11,Kill Bill,SZA,11,1,24,6/1/2023,8,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,8,25,25405247
6/3/2023,13,Daylight,David Kushner,12,11,6,6/1/2023,7,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,7,7,25508641
6/3/2023,15,As It Was,Harry Styles,14,1,60,6/1/2023,9,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,9,61,25080536
6/3/2023,17,TQG,Karol G x Shakira,16,1,13,6/1/2023,11,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,11,14,21420830
6/3/2023,18,Say Yes To Heaven,Lana Del Rey,-,18,1,6/1/2023,31,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,18,2,16705967
6/3/2023,19,TQM,Fuerza Regida,-,19,1,6/1/2023,10,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,10,25,2,21608146
6/3/2023,20,Classy 101,Feid x Young Miko,18,17,8,6/1/2023,12,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,13,9,21263325
6/3/2023,21,Anti-Hero,Taylor Swift,17,1,31,6/1/2023,14,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,27,32,19591334
6/3/2023,22,I'm Good (Blue),David Guetta & Bebe Rexha,21,2,39,6/1/2023,32,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,32,40,16621485
6/3/2023,23,People,Libianca,20,20,19,6/1/2023,37,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,40,20,15659949
6/3/2023,26,Tattoo,Loreen,15,15,2,6/1/2023,39,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,23,3,15338368
6/3/2023,27,Until I Found You,Stephen Sanchez,24,11,54,6/1/2023,162,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Republic Records,20,153,56,8284255
6/3/2023,29,Fast Car,Luke Combs,30,28,9,6/1/2023,137,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,126,146,8,9021857
6/3/2023,31,PRC,Peso Pluma X Natanael Cano,25,15,17,6/1/2023,26,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,"Peso Pluma, Natanael Cano",Prajin Parlay Inc dba Prajin Records / Rancho Humilde / Los CT,9,22,18,17206457
6/3/2023,32,El Azul,Junior H x Peso Pluma,26,23,11,6/1/2023,16,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,17,14,18841550
6/3/2023,33,Save Your Tears,The Weeknd & Ariana Grande,34,1,125,6/1/2023,168,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,145,130,8131502
6/3/2023,34,I Ain't Worried,OneRepublic,29,5,51,6/1/2023,41,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,42,52,15032259
6/3/2023,38,Queencard,(G)I-DLE,157,38,2,6/1/2023,110,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Cube Entertainment,110,117,2,9899933
6/3/2023,39,Yandel 150,Yandel & Feid,33,13,20,6/1/2023,23,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,21,21,17743206
6/3/2023,42,Eyes Closed,Ed Sheeran,32,14,9,6/1/2023,96,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,Ed Sheeran,Atlantic Records UK,27,82,10,10488406
6/3/2023,43,Another Love,Tom Odell,40,14,108,6/1/2023,44,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,37,112,14444198
6/3/2023,45,Chemical,Post Malone,45,16,6,6/1/2023,89,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,76,7,10697780
6/3/2023,47,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",38,20,20,6/1/2023,40,spotify:track:1lRtH4FszTrwwlK5gTSbXO,"Natanael Cano, Peso Pluma, Gabito Ballesteros",WEA Latina,18,33,21,15187805
6/3/2023,48,Cruel Summer,Taylor Swift,49,48,10,6/1/2023,34,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,16,34,17,16365926
6/3/2023,49,Search & Rescue,Drake,42,2,7,6/1/2023,111,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,OVO/Republic Records,7,89,8,9896307
6/3/2023,50,Heat Waves,Glass Animals,63,1,125,6/1/2023,65,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,55,127,12056249
6/3/2023,52,Blinding Lights,The Weeknd,48,2,142,6/1/2023,59,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,58,183,12318764
6/3/2023,53,Sure Thing,Miguel,44,13,23,6/1/2023,112,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,107,25,9877582
6/3/2023,56,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",57,56,7,6/1/2023,58,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,58,72,8,12570001
6/3/2023,57,Like Crazy,Jimin,39,2,9,6/1/2023,53,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,49,10,13441266
6/3/2023,58,Area Codes,Kaliii,61,58,3,6/1/2023,93,spotify:track:7sliFe6W30tPBPh6dvZsIH,Kaliii,Atlantic Records,93,108,3,10564758
6/3/2023,60,Snooze,SZA,59,27,24,6/1/2023,73,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,69,23,11454275
6/3/2023,61,Perfect,Ed Sheeran,52,30,142,6/1/2023,102,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,98,324,10133479
6/3/2023,64,Players,Coi Leray,54,17,20,6/1/2023,109,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Uptown / Republic Records,20,101,19,9900832
6/3/2023,67,La Bachata,Manuel Turizo,64,6,46,6/1/2023,47,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,45,48,14114035
6/3/2023,69,Starboy,The Weeknd Featuring Daft Punk,65,34,99,6/1/2023,45,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,36,139,14393129
6/3/2023,70,Under The Influence,Chris Brown,67,3,44,6/1/2023,105,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,93,45,10077230
6/3/2023,72,Shivers,Ed Sheeran,68,3,89,6/1/2023,188,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Atlantic Records UK,4,189,90,7812505
6/3/2023,73,Cha Cha Cha,Kaarija,27,27,2,6/1/2023,154,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,WM Finland,20,51,3,8450614
6/3/2023,75,Creep,Radiohead,56,56,3,6/1/2023,176,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,XL Recordings,152,152,3,8036800
6/3/2023,77,Blank Space,Taylor Swift,80,77,41,6/1/2023,56,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",56,59,77,12827376
6/3/2023,78,Angels Like You,Miley Cyrus,87,78,5,6/1/2023,27,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,27,30,11,17136416
6/3/2023,80,Que Vuelvas,Carin Leon X Grupo Frontera,79,34,22,6/1/2023,86,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,73,22,10776221
6/3/2023,81,Someone You Loved,Lewis Capaldi,83,24,142,6/1/2023,119,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,103,229,9579916
