chart_week.x,current_week,title,performer,last_week,peak_pos,wks_on_chart,chart_week.y,rank,uri,artist_names,source,peak_rank,previous_rank,weeks_on_chart,streams
9/2/2023,46,Style,Taylor Swift,41,41,23,8/31/2023,31,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",28,31,24,16565455
9/2/2023,49,I Ain't Worried,OneRepublic,52,5,64,8/31/2023,65,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,60,65,11930578
9/2/2023,50,Like Crazy,Jimin,53,2,22,8/31/2023,38,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,28,23,15326098
9/2/2023,53,Karma,Taylor Swift Featuring Ice Spice,59,6,25,8/31/2023,74,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,76,27,11393908
9/2/2023,54,TQG,Karol G x Shakira,57,1,26,8/31/2023,66,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,54,27,11904282
9/2/2023,55,Chemical,Post Malone,55,16,19,8/31/2023,89,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,77,20,10467063
9/2/2023,56,Another Love,Tom Odell,63,14,121,8/31/2023,57,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,64,125,12464318
9/2/2023,59,Blinding Lights,The Weeknd,61,2,155,8/31/2023,69,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,71,196,11594787
9/2/2023,61,Heat Waves,Glass Animals,67,1,138,8/31/2023,86,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,82,140,10602062
9/2/2023,62,K-POP,"Travis Scott, Bad Bunny & The Weeknd",45,5,5,8/31/2023,63,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"Travis Scott, Bad Bunny, The Weeknd",Cactus Jack/Epic,3,46,6,11972857
9/2/2023,65,S91,Karol G,44,43,6,8/31/2023,85,spotify:track:0BFQC00Y58JtjMyTXOJazO,KAROL G,Bichota/Interscope Records,41,61,7,10660059
9/2/2023,67,Someone You Loved,Lewis Capaldi,69,24,155,8/31/2023,87,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,95,242,10509508
9/2/2023,68,Snooze,SZA,77,27,37,8/31/2023,50,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,96,36,13110830
9/2/2023,69,Perfect,Ed Sheeran,74,30,155,8/31/2023,132,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,130,337,8935221
9/2/2023,70,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",70,41,20,8/31/2023,84,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,69,21,10701749
9/2/2023,72,Rainy Days,V,16,16,2,8/31/2023,64,spotify:track:5ydjxBSUIDn26MFzU3asP4,V,BIGHIT MUSIC,20,47,3,11934139
9/2/2023,73,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,82,73,55,8/31/2023,90,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,89,89,55,10426254
9/2/2023,74,People,Libianca,71,20,32,8/31/2023,131,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,120,33,8949620
9/2/2023,76,Starboy,The Weeknd Featuring Daft Punk,85,34,112,8/31/2023,43,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,52,152,14467585
9/2/2023,77,Holanda,Jhayco,142,77,2,8/31/2023,39,spotify:track:6irysuQyZWd7Bjj7ePiOs2,Jhayco,N&E Entertainment LLC,39,48,3,14731817
9/2/2023,84,Lover,Taylor Swift,83,83,22,8/31/2023,76,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Taylor Swift,2,83,30,11217163
9/2/2023,85,I Wanna Be Yours,Arctic Monkeys,102,71,51,8/31/2023,26,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,20,26,60,17398680
9/2/2023,87,Everybody Wants To Rule The World,Tears For Fears,95,87,56,8/31/2023,105,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,109,51,9716060
9/2/2023,90,La Bachata,Manuel Turizo,86,6,59,8/31/2023,61,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,63,61,12004913
9/2/2023,93,Shake It Off,Taylor Swift,78,78,23,8/31/2023,148,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",117,146,17,8683723
9/2/2023,94,Moonlight,Kali Uchis,94,74,23,8/31/2023,51,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,59,25,13071550
9/2/2023,95,TQM,Fuerza Regida,90,15,14,8/31/2023,104,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,9,81,15,9845695
9/2/2023,96,Viva La Vida,Coldplay,97,86,53,8/31/2023,88,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,91,53,10493647
9/2/2023,98,Believer,Imagine Dragons,105,52,155,8/31/2023,127,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,139,343,9036576
9/2/2023,101,Sweater Weather,The Neighbourhood,116,25,152,8/31/2023,60,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,72,157,12093339
9/2/2023,106,Rush,Troye Sivan,113,34,6,8/31/2023,122,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,EMI Recorded Music Australia Pty Ltd,31,103,7,9192010
9/2/2023,110,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,101,4,7,8/31/2023,174,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,Taylor Swift,4,105,8,8238257
9/2/2023,111,Sure Thing,Miguel,112,13,36,8/31/2023,181,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,184,38,8097011
9/2/2023,115,Yellow,Coldplay,117,68,124,8/31/2023,83,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,87,141,10708321
9/2/2023,117,Creep,Radiohead,121,56,16,8/31/2023,187,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,XL Recordings,152,170,11,8043668
9/2/2023,121,Under The Influence,Chris Brown,123,3,57,8/31/2023,193,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,166,58,7908546
9/2/2023,123,Riptide,Vance Joy,127,100,102,8/31/2023,91,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,81,114,133,10329290
9/2/2023,126,El Azul,Junior H x Peso Pluma,122,23,24,8/31/2023,93,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,79,27,10302866
9/2/2023,127,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",120,38,12,8/31/2023,110,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",WEA Latina,19,85,13,9607397
9/2/2023,129,The Night We Met,Lord Huron,141,129,6,8/31/2023,100,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,IAMSOUND,55,102,45,10034959
9/2/2023,130,Counting Stars,OneRepublic,128,96,126,8/31/2023,149,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,154,124,8660620
9/2/2023,136,Prada,"casso, RAYE & D-Block Europe",-,136,1,8/31/2023,54,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Ministry of Sound Recordings,54,107,2,12707835
9/2/2023,137,With You,AP Dhillon,-,137,1,8/31/2023,67,spotify:track:0xIuPDzJSnJywALez8dwKR,AP Dhillon,Mass Appeal India,53,53,2,11810490
9/2/2023,141,Me Porto Bonito,Bad Bunny & Chencho Corleone,133,2,68,8/31/2023,121,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,116,69,9212410
9/2/2023,144,No Role Modelz,J. Cole,149,97,111,8/31/2023,112,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,119,110,9584410
9/2/2023,146,El Merengue,Marshmello & Manuel Turizo,148,103,24,8/31/2023,101,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,94,26,9983355
9/2/2023,147,Tattoo,Loreen,146,15,15,8/31/2023,145,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,136,16,8719391
9/2/2023,148,Every Breath You Take,The Police,153,107,59,8/31/2023,155,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,150,93,8529227
9/2/2023,150,Money Trees,Kendrick Lamar Featuring Jay Rock,152,87,21,8/31/2023,134,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,62,137,33,8870270
9/2/2023,151,Without Me,Eminem,155,39,98,8/31/2023,143,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,143,101,8756884
9/2/2023,152,Bones,Imagine Dragons,158,32,76,8/31/2023,124,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,123,77,9156292
9/2/2023,154,Say Yes To Heaven,Lana Del Rey,156,18,14,8/31/2023,160,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,127,15,8486883
9/2/2023,155,Mockingbird,Eminem,160,42,45,8/31/2023,117,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,118,46,9330616
9/2/2023,159,Pink + White,Frank Ocean,167,159,4,8/31/2023,108,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Boys Don't Cry,108,134,15,9655932
9/2/2023,165,Watermelon Sugar,Harry Styles,157,9,151,8/31/2023,168,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,159,198,8311108
9/2/2023,166,Que Vuelvas,Carin Leon X Grupo Frontera,137,34,35,8/31/2023,191,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,161,35,7959796
9/2/2023,177,Iris,Goo Goo Dolls,-,122,18,8/31/2023,195,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Warner Records,124,193,15,7889518
9/2/2023,182,Ojitos Lindos,Bad Bunny & Bomba Estereo,181,4,68,8/31/2023,189,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,179,69,8014439
9/2/2023,188,When I Was Your Man,Bruno Mars,193,74,42,8/31/2023,169,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,171,53,8284579
9/2/2023,191,Angels Like You,Miley Cyrus,192,73,18,8/31/2023,77,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,24,67,24,11195517
9/2/2023,197,Radio,Lana Del Rey,-,192,3,8/31/2023,158,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Urban,125,125,10,8506470
9/2/2023,198,Yandel 150,Yandel & Feid,170,13,33,8/31/2023,192,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,152,34,7959418
9/9/2023,2,Paint The Town Red,Doja Cat,3,2,4,9/7/2023,2,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Doja Cat,Kemosabe Records/RCA Records,2,2,5,51605845
9/9/2023,3,Cruel Summer,Taylor Swift,4,3,24,9/7/2023,3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,2,3,31,35276052
9/9/2023,6,Used To Be Young,Miley Cyrus,-,6,1,9/7/2023,36,spotify:track:41WQUSINanQHfhfKpFDsms,Miley Cyrus,Columbia,11,11,2,15127581
9/9/2023,13,Single Soon,Selena Gomez,-,13,1,9/7/2023,51,spotify:track:6iF4RgIjDvDqyW13PezSj3,Selena Gomez,Interscope Records,20,20,2,12929685
9/9/2023,14,Flowers,Miley Cyrus,13,1,33,9/7/2023,15,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,15,34,18285695
9/9/2023,16,Super Shy,NewJeans,11,2,8,9/7/2023,18,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,ADOR,9,17,9,17995782
9/9/2023,18,Last Night,Morgan Wallen,15,5,31,9/7/2023,46,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,49,31,13720038
9/9/2023,19,Die For You,The Weeknd & Ariana Grande,17,2,78,9/7/2023,42,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,41,82,14386268
9/9/2023,21,Sprinter,Dave & Central Cee,18,9,13,9/7/2023,11,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Neighbourhood / Live Yours,6,12,14,19633831
9/9/2023,22,Columbia,Quevedo,19,17,8,9/7/2023,8,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Quevedo,7,8,9,25021769
9/9/2023,23,Daylight,David Kushner,24,11,20,9/7/2023,12,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,13,21,19297187
9/9/2023,25,Snooze,SZA,68,25,38,9/7/2023,56,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,50,37,12658130
9/9/2023,26,As It Was,Harry Styles,25,1,74,9/7/2023,14,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,16,75,18345457
9/9/2023,29,Anti-Hero,Taylor Swift,26,1,45,9/7/2023,37,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,37,46,14905291
9/9/2023,30,Fast Car,Luke Combs,22,18,23,9/7/2023,103,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,82,98,22,9965446
9/9/2023,31,Kill Bill,SZA,29,1,38,9/7/2023,16,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,19,39,18269382
9/9/2023,35,Save Your Tears,The Weeknd & Ariana Grande,37,1,139,9/7/2023,176,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,171,143,8248586
9/9/2023,36,Primera Cita,Carin Leon,36,36,9,9/7/2023,23,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Socios Music LLC,23,35,10,17016973
9/9/2023,37,Classy 101,Feid x Young Miko,34,17,22,9/7/2023,22,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,24,23,17134861
9/9/2023,43,Ella Baila Sola,Eslabon Armado X Peso Pluma,35,1,24,9/7/2023,38,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",DEL Records,1,34,25,14874134
9/9/2023,46,Blank Space,Taylor Swift,44,38,55,9/7/2023,35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",31,32,91,15374204
9/9/2023,48,Style,Taylor Swift,46,41,24,9/7/2023,32,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",28,31,25,15502449
9/9/2023,50,I'm Good (Blue),David Guetta & Bebe Rexha,43,2,53,9/7/2023,63,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,56,54,11798716
9/9/2023,57,Another Love,Tom Odell,56,14,122,9/7/2023,58,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,57,126,12426678
9/9/2023,58,Love Me Again,V,38,12,3,9/7/2023,39,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,BIGHIT MUSIC,11,36,4,14826030
9/9/2023,60,I Ain't Worried,OneRepublic,49,5,65,9/7/2023,70,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,65,66,11379501
9/9/2023,62,Like Crazy,Jimin,50,2,23,9/7/2023,40,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,38,24,14449612
9/9/2023,63,Karma,Taylor Swift Featuring Ice Spice,53,6,26,9/7/2023,81,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,74,28,10574108
9/9/2023,68,Holanda,Jhayco,77,68,3,9/7/2023,29,spotify:track:6irysuQyZWd7Bjj7ePiOs2,Jhayco,N&E Entertainment LLC,29,39,4,15957352
9/9/2023,70,TQG,Karol G x Shakira,54,1,27,9/7/2023,65,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,66,28,11693637
9/9/2023,71,Blinding Lights,The Weeknd,59,2,156,9/7/2023,69,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,69,197,11437401
9/9/2023,73,Prada,"casso, RAYE & D-Block Europe",136,73,2,9/7/2023,30,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Ministry of Sound Recordings,30,54,3,15602633
9/9/2023,74,Starboy,The Weeknd Featuring Daft Punk,76,34,113,9/7/2023,41,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,43,153,14441152
9/9/2023,75,Someone You Loved,Lewis Capaldi,67,24,156,9/7/2023,92,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,87,243,10244380
9/9/2023,76,Chemical,Post Malone,55,16,20,9/7/2023,84,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,89,21,10483788
9/9/2023,78,Heat Waves,Glass Animals,61,1,139,9/7/2023,98,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,86,141,10209651
9/9/2023,83,Perfect,Ed Sheeran,69,30,156,9/7/2023,137,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,132,338,8858203
9/9/2023,84,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,73,73,56,9/7/2023,86,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,86,90,56,10421931
9/9/2023,86,Moonlight,Kali Uchis,94,74,24,9/7/2023,54,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,51,26,12807205
9/9/2023,88,Lover,Taylor Swift,84,83,23,9/7/2023,75,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Taylor Swift,2,76,31,10822353
9/9/2023,89,People,Libianca,74,20,33,9/7/2023,149,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,131,34,8628819
9/9/2023,91,I Wanna Be Yours,Arctic Monkeys,85,71,52,9/7/2023,19,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,19,26,61,17541115
9/9/2023,92,Everybody Wants To Rule The World,Tears For Fears,87,87,57,9/7/2023,105,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,105,52,9822669
9/9/2023,95,Sweater Weather,The Neighbourhood,101,25,153,9/7/2023,59,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,60,158,12096904
9/9/2023,96,K-POP,"Travis Scott, Bad Bunny & The Weeknd",62,5,6,9/7/2023,82,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"Travis Scott, Bad Bunny, The Weeknd",Cactus Jack/Epic,3,63,7,10565980
9/9/2023,97,Rush,Troye Sivan,106,34,7,9/7/2023,118,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,EMI Recorded Music Australia Pty Ltd,31,122,8,9258173
9/9/2023,100,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",70,41,21,9/7/2023,94,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,84,22,10236361
9/9/2023,101,S91,Karol G,65,43,7,9/7/2023,101,spotify:track:0BFQC00Y58JtjMyTXOJazO,KAROL G,Bichota/Interscope Records,41,85,8,10031126
9/9/2023,102,Shake It Off,Taylor Swift,93,78,24,9/7/2023,175,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",117,148,18,8264637
9/9/2023,105,La Bachata,Manuel Turizo,90,6,60,9/7/2023,67,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,61,62,11588392
9/9/2023,106,Viva La Vida,Coldplay,96,86,54,9/7/2023,93,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,88,54,10237241
9/9/2023,108,Believer,Imagine Dragons,98,52,156,9/7/2023,133,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,127,344,8914058
9/9/2023,115,Rainy Days,V,72,16,3,9/7/2023,71,spotify:track:5ydjxBSUIDn26MFzU3asP4,V,BIGHIT MUSIC,20,64,4,11358195
9/9/2023,116,Sure Thing,Miguel,111,13,37,9/7/2023,178,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,181,39,8197118
9/9/2023,118,Riptide,Vance Joy,123,100,103,9/7/2023,113,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,81,91,134,9390324
9/9/2023,121,TQM,Fuerza Regida,95,15,15,9/7/2023,87,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,9,104,16,10380513
9/9/2023,122,Yellow,Coldplay,115,68,125,9/7/2023,76,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,83,142,10763709
9/9/2023,132,Counting Stars,OneRepublic,130,96,127,9/7/2023,166,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,149,125,8421745
9/9/2023,135,Creep,Radiohead,117,56,17,9/7/2023,160,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,XL Recordings,152,187,12,8510012
9/9/2023,137,The Night We Met,Lord Huron,129,129,7,9/7/2023,102,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,IAMSOUND,55,100,46,10027938
9/9/2023,142,Circles,Post Malone,140,49,152,9/7/2023,174,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Republic Records,1,-1,167,8277897
9/9/2023,143,Pink + White,Frank Ocean,159,143,5,9/7/2023,110,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Boys Don't Cry,108,108,16,9591540
9/9/2023,147,El Azul,Junior H x Peso Pluma,126,23,25,9/7/2023,91,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,93,28,10319499
9/9/2023,151,No Role Modelz,J. Cole,144,97,112,9/7/2023,111,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,112,111,9460583
9/9/2023,153,Without Me,Eminem,151,39,99,9/7/2023,152,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,143,102,8592043
9/9/2023,157,Every Breath You Take,The Police,148,107,60,9/7/2023,140,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,155,94,8805037
9/9/2023,158,Money Trees,Kendrick Lamar Featuring Jay Rock,150,87,22,9/7/2023,142,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,62,134,34,8772513
9/9/2023,159,Under The Influence,Chris Brown,121,3,58,9/7/2023,197,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,193,59,7747661
9/9/2023,160,Bones,Imagine Dragons,152,32,77,9/7/2023,129,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,124,78,8996032
9/9/2023,163,Tattoo,Loreen,147,15,16,9/7/2023,161,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,145,17,8497140
9/9/2023,164,Me Porto Bonito,Bad Bunny & Chencho Corleone,141,2,69,9/7/2023,127,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,121,70,9041813
9/9/2023,167,El Merengue,Marshmello & Manuel Turizo,146,103,25,9/7/2023,109,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,101,27,9632143
9/9/2023,168,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,110,4,8,9/7/2023,199,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,Taylor Swift,4,174,9,7720677
9/9/2023,169,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",127,38,13,9/7/2023,100,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",WEA Latina,19,110,14,10048813
9/9/2023,170,Mockingbird,Eminem,155,42,46,9/7/2023,125,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,117,47,9113264
9/9/2023,175,Watermelon Sugar,Harry Styles,165,9,152,9/7/2023,184,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,168,199,8030012
9/9/2023,182,When I Was Your Man,Bruno Mars,188,74,43,9/7/2023,126,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,169,54,9077895
9/9/2023,185,Say Yes To Heaven,Lana Del Rey,154,18,15,9/7/2023,148,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,160,16,8631455
9/9/2023,186,Do I Wanna Know?,Arctic Monkeys,-,119,42,9/7/2023,151,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Domino Recording Co,98,150,103,8616004
9/9/2023,187,That's What I Like,Bruno Mars,-,187,1,9/7/2023,153,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,Atlantic Records,6,190,83,8591739
